vertices:
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
Edges
1	1	4	
2	3	4	
3	2	3	
4	4	5	
5	3	6	
6	1	7	
7	7	6	
8	2	7	
9	7	5	
10	8	6	
11	1	8	
12	9	6	
13	9	10	
14	8	10	
15	10	5	
16	2	10	
17	8	12	
18	11	13	
19	13	12	
20	9	13	
21	12	5	
22	13	14	
23	9	15	
24	15	12	
25	16	11	
26	16	17	
27	16	14	
28	16	15	
29	18	14	
30	18	15	
31	19	14	
32	18	20	
33	11	20	
34	19	20	
35	17	20	
36	18	21	
37	22	11	
38	22	21	
39	22	19	
40	17	21	
