--------------- TreeWidzard Dynamic Cores LOADING INFORAMATION --------------- 
Loaded DP-Cores to TreeWidzard:ChromaticNumber_AtMost - CliqueNumber_AtLeast - ContainsK2Minor - ContainsMinor - FeedbackVertexSetNumber_AtMost - HasHamiltonianCycle - HasHamiltonianPath - HasMultipleEdges - HasPerfectMatching - IndependenceNumber - MaximumDegree_AtLeast - SimpleCliqueNumber_AtLeast - VertexCount - VertexCoverNumber_AtMost - 
----------------------------------------------------------
Property information:

Formula: (( not x and ( not y and  not z)) implies w)

w := ChromaticNumber_AtMost(4)
Core type: Bool
x := MaximumDegree_AtLeast(5)
Core type: Bool
y := SimpleCliqueNumber_AtLeast(3)
Core type: Bool
z := HasMultipleEdges()
Core type: Bool

Search information:

Width parameter: path_width = 4
Search method: ParallelBreadthFirstSearch
Premise flag: ACTIVATED

Search process:
Iteration                ALLSTATES                NEWSTATES                Max WITNESSSET SIZE
1                        6                        5                        1,1,2,1
2                        16                       10                       2,1,4,1
3                        36                       20                       5,1,8,1
4                        76                       40                       15,1,15,1
5                        157                      81                       51,1,26,1
6                        302                      145                      51,1,26,1
7                        572                      270                      51,1,26,1
8                        1042                     470                      51,1,26,1
9                        1852                     810                      51,1,27,1
10                       3269                     1417                     51,1,29,1
11                       5549                     2280                     51,1,32,1
12                       9399                     3850                     51,1,32,1
13                       15604                    6205                     51,1,32,1
14                       24829                    9225                     51,1,32,1
15                       39809                    14980                    51,1,32,1
16                       62989                    23180                    51,1,32,1
17                       94594                    31605                    51,1,32,1
18                       139999                   45405                    51,1,32,1
19                       206074                   66075                    51,1,32,1
20                       291539                   85465                    51,1,32,1
21                       398119                   106580                   51,1,32,1
22                       532439                   134320                   51,1,32,1
23                       691219                   158780                   51,1,32,1
24                       865799                   174580                   51,1,32,1
25                       1052769                  186970                   51,1,32,1
26                       1246729                  193960                   51,1,32,1
27                       1434234                  187505                   51,1,32,1
28                       1610074                  175840                   51,1,32,1
29                       1775594                  165520                   51,1,32,1
30                       1920614                  145020                   51,1,32,1
31                       2044304                  123690                   51,1,32,1
32                       2148854                  104550                   51,1,32,1
33                       2229559                  80705                    51,1,32,1
34                       2292629                  63070                    51,1,32,1
35                       2339229                  46600                    51,1,32,1
36                       2370699                  31470                    51,1,32,1
37                       2394309                  23610                    51,1,32,1
38                       2409799                  15490                    51,1,32,1
39                       2419849                  10050                    51,1,32,1
40                       2427584                  7735                     51,1,32,1
41                       2431909                  4325                     51,1,32,1
42                       2434734                  2825                     51,1,32,1
43                       2436699                  1965                     51,1,32,1
44                       2437519                  820                      51,1,32,1
45                       2438094                  575                      51,1,32,1
46                       2438384                  290                      51,1,32,1
47                       2438484                  100                      51,1,32,1
48                       2438594                  110                      51,1,32,1
49                       2438644                  50                       51,1,32,1
50                       2438664                  20                       51,1,32,1
51                       2438684                  20                       51,1,32,1
52                       2438689                  5                        51,1,32,1
53                       2438694                  5                        51,1,32,1
54                       2438694                  0                        51,1,32,1

Result: PROPERTY SATISFIED
-----------------------------------------
