job-name,time,mem-per-cpu,ntasks,cpus-per-task,ntasks-per-node,script-file,command,account,width,Flags,Search Options,Threads,Search Type,input,MaxDegree,ChromaticNumber
32770833,4-00:00:00,5G,1,32,1,../../jobs/pw4_d_5_core_32_premise_pibfs_32770833.sh,../program/Build/./treewidzard -atp  pw = 4 -pl -premise -nthreads 64 ParallelIsomorphismBreadthFirstSearch ../inputs/d_5.txt > ../program-outputs/pw4_d_5_core_32_premise_pibfs_32770833.txt,NN9535K,pw = 4,-pl,-premise,-nthreads 64,ParallelIsomorphismBreadthFirstSearch,../../inputs/d_5,5,3
